FLIGHT_DATE,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1/26/15,EV,3956,CVG,ORD,7:08:00 PM,7:13:00 PM,5,8,7:21:00 PM,77,77,53,265,1:14:00 AM,16,7:25:00 PM,7:30:00 PM,5,0,0,,,,,,
1/26/15,EV,4549,IAH,CVG,7:10:00 PM,7:09:00 PM,-1,18,7:27:00 PM,134,147,122,871,2:29:00 AM,7,10:24:00 PM,10:36:00 PM,12,0,0,,,,,,
1/26/15,EV,4352,CVG,EWR,7:33:00 PM,,,,,118,,,569,,,9:31:00 PM,,,0,1,C,,,,,
1/26/15,MQ,3186,CVG,DFW,7:49:00 PM,8:00:00 PM,11,12,8:12:00 PM,161,139,120,812,2:12:00 AM,7,9:30:00 PM,9:19:00 PM,-11,0,0,,,,,,
1/26/15,MQ,3438,DFW,CVG,7:50:00 PM,7:50:00 PM,0,23,8:13:00 PM,131,150,115,812,2:08:00 AM,12,11:01:00 PM,11:20:00 PM,19,0,0,,19,0,0,0,0
1/26/15,OO,4583,CVG,MKE,8:01:00 PM,9:15:00 PM,74,18,9:33:00 PM,85,95,67,318,2:40:00 AM,10,8:26:00 PM,9:50:00 PM,84,0,0,,10,0,0,74,0
1/26/15,OO,4594,CVG,BNA,8:04:00 PM,7:58:00 PM,-6,8,8:06:00 PM,70,55,42,230,1:48:00 AM,5,8:14:00 PM,7:53:00 PM,-21,0,0,,,,,,
1/26/15,OO,4501,CVG,GRR,8:21:00 PM,9:20:00 PM,59,12,9:32:00 PM,69,59,43,268,2:15:00 AM,4,9:30:00 PM,10:19:00 PM,49,0,0,,0,0,49,0,0
1/26/15,MQ,3013,ORD,CVG,9:05:00 PM,,,,,66,,,265,,,11:11:00 PM,,,0,1,B,,,,,
1/26/15,F9,1297,CVG,LAS,9:20:00 PM,9:12:00 PM,-8,9,9:21:00 PM,260,248,231,1678,2:12:00 AM,8,10:40:00 PM,10:20:00 PM,-20,0,0,,,,,,
1/26/15,DL,1126,ATL,CVG,9:54:00 PM,9:44:00 PM,-10,13,9:57:00 PM,83,85,65,373,2:02:00 AM,7,11:17:00 PM,11:09:00 PM,-8,0,0,,,,,,
1/26/15,DL,1894,SFO,CVG,10:00:00 PM,9:53:00 PM,-7,15,10:08:00 PM,263,257,238,2036,5:06:00 AM,4,5:23:00 AM,5:10:00 AM,-13,0,0,,,,,,
1/26/15,F9,1296,LAS,CVG,11:20:00 PM,11:03:00 PM,-17,13,11:16:00 PM,215,225,204,1678,5:40:00 AM,8,5:55:00 AM,5:48:00 AM,-7,0,0,,,,,,
1/26/15,DL,2414,LAS,CVG,11:24:00 PM,11:17:00 PM,-7,15,11:32:00 PM,216,221,200,1678,5:52:00 AM,6,6:00:00 AM,5:58:00 AM,-2,0,0,,,,,,
1/27/15,MQ,3597,CVG,DFW,5:50:00 AM,5:45:00 AM,-5,33,6:18:00 AM,174,166,122,812,7:20:00 AM,11,7:44:00 AM,7:31:00 AM,-13,0,0,,,,,,
1/27/15,DL,1520,CVG,ATL,6:00:00 AM,5:55:00 AM,-5,32,6:27:00 AM,109,92,55,373,7:22:00 AM,5,7:49:00 AM,7:27:00 AM,-22,0,0,,,,,,
1/27/15,EV,4148,CVG,EWR,6:00:00 AM,,,,,119,,,569,,,7:59:00 AM,,,0,1,C,,,,,
1/27/15,MQ,3355,CVG,MIA,6:00:00 AM,6:00:00 AM,0,36,6:36:00 AM,158,155,115,948,8:31:00 AM,4,8:38:00 AM,8:35:00 AM,-3,0,0,,,,,,
1/27/15,EV,4150,EWR,CVG,6:06:00 AM,,,,,139,,,569,,,8:25:00 AM,,,0,1,C,,,,,
1/27/15,MQ,3213,CVG,ORD,6:30:00 AM,6:57:00 AM,27,31,7:28:00 AM,79,103,62,265,7:30:00 AM,10,6:49:00 AM,7:40:00 AM,51,0,0,,24,0,27,0,0
1/27/15,OO,4811,BNA,CVG,6:35:00 AM,7:15:00 AM,40,31,7:46:00 AM,73,77,42,230,9:28:00 AM,4,8:48:00 AM,9:32:00 AM,44,0,0,,4,0,40,0,0
1/27/15,OO,4487,GRR,CVG,7:15:00 AM,7:12:00 AM,-3,11,7:23:00 AM,86,67,51,268,8:14:00 AM,5,8:41:00 AM,8:19:00 AM,-22,0,0,,,,,,
1/27/15,MQ,3491,DFW,CVG,7:20:00 AM,7:14:00 AM,-6,14,7:28:00 AM,129,130,113,812,1:21:00 AM,3,10:29:00 AM,10:24:00 AM,-5,0,0,,,,,,
1/27/15,DL,2525,CVG,RSW,7:25:00 AM,7:25:00 AM,0,22,7:47:00 AM,154,131,105,879,9:32:00 AM,4,9:59:00 AM,9:36:00 AM,-23,0,0,,,,,,
1/27/15,F9,1290,CVG,FLL,7:25:00 AM,7:19:00 AM,-6,27,7:46:00 AM,150,157,122,932,9:48:00 AM,8,9:55:00 AM,9:56:00 AM,1,0,0,,,,,,
1/27/15,DL,1148,ATL,CVG,7:26:00 AM,7:23:00 AM,-3,18,7:41:00 AM,84,85,63,373,8:44:00 AM,4,8:50:00 AM,8:48:00 AM,-2,0,0,,,,,,
1/27/15,MQ,3059,ORD,CVG,7:35:00 AM,7:31:00 AM,-4,16,7:47:00 AM,73,63,43,265,9:30:00 AM,4,9:48:00 AM,9:34:00 AM,-14,0,0,,,,,,
1/27/15,MQ,3069,CVG,ORD,7:39:00 AM,7:31:00 AM,-8,12,7:43:00 AM,86,98,60,265,7:43:00 AM,26,8:05:00 AM,8:09:00 AM,4,0,0,,,,,,
1/27/15,OO,4638,MSP,CVG,7:50:00 AM,7:47:00 AM,-3,22,8:09:00 AM,124,107,80,596,1:29:00 AM,5,10:54:00 AM,10:34:00 AM,-20,0,0,,,,,,
1/27/15,OO,4986,ORD,CVG,8:14:00 AM,8:26:00 AM,12,30,8:56:00 AM,73,79,44,265,1:40:00 AM,5,10:27:00 AM,10:45:00 AM,18,0,0,,6,0,12,0,0
1/27/15,MQ,3429,CVG,DFW,8:15:00 AM,8:47:00 AM,32,31,9:18:00 AM,175,161,117,812,1:15:00 AM,13,10:10:00 AM,10:28:00 AM,18,0,0,,0,0,18,0,0
1/27/15,DL,1741,CVG,SLC,8:20:00 AM,8:17:00 AM,-3,19,8:36:00 AM,245,235,206,1450,1:02:00 AM,10,10:25:00 AM,10:12:00 AM,-13,0,0,,,,,,
1/27/15,EV,5985,CVG,ORD,8:20:00 AM,8:12:00 AM,-8,22,8:34:00 AM,87,95,56,265,8:30:00 AM,17,8:47:00 AM,8:47:00 AM,0,0,0,,,,,,
1/27/15,OO,4458,MKE,CVG,8:25:00 AM,8:33:00 AM,8,14,8:47:00 AM,84,68,49,318,1:36:00 AM,5,10:49:00 AM,10:41:00 AM,-8,0,0,,,,,,
1/27/15,MQ,2969,CVG,ORD,8:30:00 AM,8:29:00 AM,-1,17,8:46:00 AM,99,120,54,265,8:40:00 AM,49,9:09:00 AM,9:29:00 AM,20,0,0,,20,0,0,0,0
1/27/15,MQ,3128,ORD,CVG,8:50:00 AM,9:09:00 AM,19,18,9:27:00 AM,71,63,42,265,1:09:00 AM,3,11:01:00 AM,11:12:00 AM,11,0,0,,,,,,
1/27/15,EV,4638,EWR,CVG,9:06:00 AM,,,,,136,,,569,,,11:22:00 AM,,,0,1,C,,,,,
1/27/15,EV,5677,CVG,EWR,9:23:00 AM,,,,,122,,,569,,,11:25:00 AM,,,0,1,C,,,,,
1/27/15,OO,4500,CVG,BNA,9:25:00 AM,9:16:00 AM,-9,11,9:27:00 AM,73,65,48,230,9:15:00 AM,6,9:38:00 AM,9:21:00 AM,-17,0,0,,,,,,
1/27/15,DL,1933,CVG,LAX,9:27:00 AM,9:22:00 AM,-5,18,9:40:00 AM,303,277,251,1900,1:51:00 AM,8,11:30:00 AM,10:59:00 AM,-31,0,0,,,,,,
1/27/15,DL,1246,CVG,FLL,9:30:00 AM,12:14:00 PM,164,13,12:27:00 PM,163,136,118,932,1:25:00 AM,5,12:13:00 PM,2:30:00 PM,137,0,0,,0,0,137,0,0
1/27/15,DL,1556,CVG,ATL,9:30:00 AM,9:30:00 AM,0,14,9:44:00 AM,107,76,57,373,1:41:00 AM,5,11:17:00 AM,10:46:00 AM,-31,0,0,,,,,,
1/27/15,OO,4510,CVG,MSP,9:30:00 AM,9:57:00 AM,27,13,10:10:00 AM,126,132,116,596,1:06:00 AM,3,10:36:00 AM,11:09:00 AM,33,0,0,,6,0,0,27,0
1/27/15,MQ,3150,MIA,CVG,9:31:00 AM,9:25:00 AM,-6,15,9:40:00 AM,168,169,149,948,1:09:00 AM,5,12:19:00 PM,12:14:00 PM,-5,0,0,,,,,,
1/27/15,DL,1502,CVG,TPA,9:33:00 AM,9:31:00 AM,-2,21,9:52:00 AM,140,117,94,773,1:26:00 AM,2,11:53:00 AM,11:28:00 AM,-25,0,0,,,,,,
1/27/15,DL,803,CVG,MCO,9:35:00 AM,9:33:00 AM,-2,9,9:42:00 AM,139,108,93,757,1:15:00 AM,6,11:54:00 AM,11:21:00 AM,-33,0,0,,,,,,
1/27/15,DL,2011,ATL,CVG,9:41:00 AM,9:42:00 AM,1,12,9:54:00 AM,88,80,64,373,1:58:00 AM,4,11:09:00 AM,11:02:00 AM,-7,0,0,,,,,,
1/27/15,OO,6251,DEN,CVG,10:00:00 AM,9:52:00 AM,-8,20,10:12:00 AM,156,157,131,1069,1:23:00 AM,6,2:36:00 PM,2:29:00 PM,-7,0,0,,,,,,
1/27/15,F9,734,DEN,CVG,10:10:00 AM,9:58:00 AM,-12,19,10:17:00 AM,148,159,134,1069,1:31:00 AM,6,2:38:00 PM,2:37:00 PM,-1,0,0,,,,,,
1/27/15,MQ,3059,CVG,ORD,10:15:00 AM,10:09:00 AM,-6,10,10:19:00 AM,85,76,53,265,1:12:00 AM,13,10:40:00 AM,10:25:00 AM,-15,0,0,,,,,,
1/27/15,F9,1291,FLL,CVG,10:35:00 AM,10:29:00 AM,-6,11,10:40:00 AM,160,156,141,932,1:01:00 AM,4,1:15:00 PM,1:05:00 PM,-10,0,0,,,,,,
1/27/15,DL,2607,RSW,CVG,10:45:00 AM,10:34:00 AM,-11,12,10:46:00 AM,141,143,128,879,1:54:00 AM,3,1:06:00 PM,12:57:00 PM,-9,0,0,,,,,,
1/27/15,MQ,3491,CVG,DFW,10:54:00 AM,10:49:00 AM,-5,13,11:02:00 AM,166,143,121,812,1:03:00 AM,9,12:40:00 PM,12:12:00 PM,-28,0,0,,,,,,
1/27/15,OO,4995,CVG,ORD,10:57:00 AM,11:11:00 AM,14,18,11:29:00 AM,78,90,59,265,1:28:00 AM,13,11:15:00 AM,11:41:00 AM,26,0,0,,12,0,0,14,0
1/27/15,MQ,3626,DFW,CVG,11:00:00 AM,11:01:00 AM,1,15,11:16:00 AM,128,135,114,812,1:10:00 AM,6,2:08:00 PM,2:16:00 PM,8,0,0,,,,,,
1/27/15,MQ,2999,ORD,CVG,11:20:00 AM,11:36:00 AM,16,20,11:56:00 AM,70,65,39,265,1:35:00 AM,6,1:30:00 PM,1:41:00 PM,11,0,0,,,,,,
1/27/15,OO,4547,CVG,GRR,11:35:00 AM,11:29:00 AM,-6,9,11:38:00 AM,79,66,53,268,1:31:00 AM,4,12:54:00 PM,12:35:00 PM,-19,0,0,,,,,,
1/27/15,MQ,3530,CVG,ORD,11:36:00 AM,11:38:00 AM,2,14,11:52:00 AM,84,80,57,265,1:49:00 AM,9,12:00:00 PM,11:58:00 AM,-2,0,0,,,,,,
1/27/15,EV,4598,CVG,IAH,11:52:00 AM,11:51:00 AM,-1,15,12:06:00 PM,176,146,122,871,1:08:00 AM,9,1:48:00 PM,1:17:00 PM,-31,0,0,,,,,,
1/27/15,DL,2411,CVG,ATL,11:55:00 AM,11:54:00 AM,-1,14,12:08:00 PM,98,83,65,373,1:13:00 AM,4,1:33:00 PM,1:17:00 PM,-16,0,0,,,,,,
1/27/15,OO,4628,CVG,STL,11:59:00 AM,11:54:00 AM,-5,15,12:09:00 PM,81,69,51,308,1:00:00 AM,3,12:20:00 PM,12:03:00 PM,-17,0,0,,,,,,
1/27/15,DL,565,ATL,CVG,12:10:00 PM,12:09:00 PM,-1,19,12:28:00 PM,83,90,66,373,1:34:00 AM,5,1:33:00 PM,1:39:00 PM,6,0,0,,,,,,
1/27/15,DL,1581,LAX,CVG,12:15:00 PM,12:09:00 PM,-6,19,12:28:00 PM,249,237,216,1900,1:04:00 AM,2,7:24:00 PM,7:06:00 PM,-18,0,0,,,,,,
1/27/15,EV,5071,LGA,CVG,12:50:00 PM,,,,,145,,,585,,,3:15:00 PM,,,0,1,A,,,,,
1/27/15,MQ,3054,CVG,JFK,12:50:00 PM,,,,,121,,,589,,,2:51:00 PM,,,0,1,B,,,,,
1/27/15,DL,1246,FLL,CVG,12:53:00 PM,3:02:00 PM,129,31,3:33:00 PM,157,179,143,932,1:56:00 AM,5,3:30:00 PM,6:01:00 PM,151,0,0,,22,0,0,129,0
1/27/15,DL,1502,TPA,CVG,1:00:00 PM,12:59:00 PM,-1,10,1:09:00 PM,128,132,117,773,1:06:00 AM,5,3:08:00 PM,3:11:00 PM,3,0,0,,,,,,
1/27/15,OO,4628,STL,CVG,1:10:00 PM,1:00:00 PM,-10,14,1:14:00 PM,69,69,51,308,1:05:00 AM,4,3:19:00 PM,3:09:00 PM,-10,0,0,,,,,,
1/27/15,EV,4155,ORD,CVG,1:15:00 PM,1:07:00 PM,-8,13,1:20:00 PM,73,62,43,265,1:03:00 AM,6,3:28:00 PM,3:09:00 PM,-19,0,0,,,,,,
1/27/15,OO,5221,IAH,CVG,1:15:00 PM,1:10:00 PM,-5,16,1:26:00 PM,137,144,123,871,1:29:00 AM,5,4:32:00 PM,4:34:00 PM,2,0,0,,,,,,
1/27/15,DL,803,MCO,CVG,1:24:00 PM,1:08:00 PM,-16,16,1:24:00 PM,126,136,117,757,1:21:00 AM,3,3:30:00 PM,3:24:00 PM,-6,0,0,,,,,,
1/27/15,EV,4687,EWR,CVG,1:35:00 PM,,,,,132,,,569,,,3:47:00 PM,,,0,1,C,,,,,
1/27/15,MQ,3162,DFW,CVG,1:45:00 PM,1:42:00 PM,-3,16,1:58:00 PM,128,133,113,812,1:51:00 AM,4,4:53:00 PM,4:55:00 PM,2,0,0,,,,,,
1/27/15,OO,4603,GRR,CVG,1:50:00 PM,1:36:00 PM,-14,10,1:46:00 PM,78,57,43,268,1:29:00 AM,4,3:08:00 PM,2:33:00 PM,-35,0,0,,,,,,
1/27/15,DL,1503,CVG,MCO,1:55:00 PM,1:52:00 PM,-3,10,2:02:00 PM,132,108,92,757,1:34:00 AM,6,4:07:00 PM,3:40:00 PM,-27,0,0,,,,,,
1/27/15,F9,739,CVG,DEN,1:59:00 PM,1:46:00 PM,-13,11,1:57:00 PM,186,170,153,1069,1:30:00 AM,6,3:05:00 PM,2:36:00 PM,-29,0,0,,,,,,
1/27/15,MQ,2999,CVG,ORD,2:00:00 PM,2:08:00 PM,8,12,2:20:00 PM,88,84,61,265,1:21:00 AM,11,2:28:00 PM,2:32:00 PM,4,0,0,,,,,,
1/27/15,DL,1955,ATL,CVG,2:07:00 PM,2:04:00 PM,-3,16,2:20:00 PM,85,84,63,373,1:23:00 AM,5,3:32:00 PM,3:28:00 PM,-4,0,0,,,,,,
1/27/15,EV,3956,ORD,CVG,2:15:00 PM,2:14:00 PM,-1,14,2:28:00 PM,73,60,41,265,1:09:00 AM,5,4:28:00 PM,4:14:00 PM,-14,0,0,,,,,,
1/27/15,DL,1934,CVG,ATL,2:19:00 PM,2:28:00 PM,9,11,2:39:00 PM,99,74,59,373,1:38:00 AM,4,3:58:00 PM,3:42:00 PM,-16,0,0,,,,,,
1/27/15,EV,4564,CVG,EWR,2:19:00 PM,,,,,119,,,569,,,4:18:00 PM,,,0,1,C,,,,,
1/27/15,MQ,3626,CVG,DFW,2:35:00 PM,2:42:00 PM,7,15,2:57:00 PM,165,147,121,812,1:58:00 AM,11,4:20:00 PM,4:09:00 PM,-11,0,0,,,,,,
1/27/15,MQ,2963,JFK,CVG,3:10:00 PM,,,,,145,,,589,,,5:35:00 PM,,,0,1,B,,,,,
1/27/15,OO,4990,CVG,IAH,3:11:00 PM,3:03:00 PM,-8,11,3:14:00 PM,163,130,115,871,1:09:00 AM,4,4:54:00 PM,4:13:00 PM,-41,0,0,,,,,,
1/27/15,F9,1295,CVG,DFW,3:20:00 PM,3:20:00 PM,0,8,3:28:00 PM,155,129,113,812,1:21:00 AM,8,4:55:00 PM,4:29:00 PM,-26,0,0,,,,,,
1/27/15,MQ,3274,ORD,CVG,3:30:00 PM,3:32:00 PM,2,11,3:43:00 PM,66,58,41,265,1:24:00 AM,6,5:36:00 PM,5:30:00 PM,-6,0,0,,,,,,
1/27/15,EV,4764,IAH,CVG,3:44:00 PM,3:41:00 PM,-3,21,4:02:00 PM,139,155,126,871,1:08:00 AM,8,7:03:00 PM,7:16:00 PM,13,0,0,,,,,,
1/27/15,EV,4106,CVG,ORD,3:58:00 PM,3:43:00 PM,-15,15,3:58:00 PM,74,78,52,265,1:50:00 AM,11,4:12:00 PM,4:01:00 PM,-11,0,0,,,,,,
1/27/15,DL,63,CVG,BOS,4:00:00 PM,,,,,122,,,752,,,6:02:00 PM,,,0,1,B,,,,,
1/27/15,EV,4352,EWR,CVG,4:00:00 PM,,,,,132,,,569,,,6:12:00 PM,,,0,1,C,,,,,
1/27/15,OO,4855,CVG,MEM,4:00:00 PM,3:50:00 PM,-10,10,4:00:00 PM,95,82,65,403,1:05:00 AM,7,4:35:00 PM,4:12:00 PM,-23,0,0,,,,,,
1/27/15,DL,333,ATL,CVG,4:05:00 PM,4:03:00 PM,-2,18,4:21:00 PM,85,88,66,373,1:27:00 AM,4,5:30:00 PM,5:31:00 PM,1,0,0,,,,,,
1/27/15,EV,5070,CVG,LGA,4:05:00 PM,,,,,117,,,585,,,6:02:00 PM,,,0,1,B,,,,,
1/27/15,OO,4562,CVG,MSN,4:06:00 PM,4:00:00 PM,-6,9,4:09:00 PM,84,87,75,373,1:24:00 AM,3,4:30:00 PM,4:27:00 PM,-3,0,0,,,,,,
1/27/15,DL,1881,CVG,ATL,4:15:00 PM,4:12:00 PM,-3,11,4:23:00 PM,95,76,60,373,1:23:00 AM,5,5:50:00 PM,5:28:00 PM,-22,0,0,,,,,,
1/27/15,MQ,3246,DFW,CVG,4:15:00 PM,4:15:00 PM,0,12,4:27:00 PM,129,132,116,812,1:23:00 AM,4,7:24:00 PM,7:27:00 PM,3,0,0,,,,,,
1/27/15,MQ,3689,ORD,CVG,4:15:00 PM,4:10:00 PM,-5,13,4:23:00 PM,69,58,40,265,1:03:00 AM,5,6:24:00 PM,6:08:00 PM,-16,0,0,,,,,,
1/27/15,EV,4629,CVG,EWR,4:17:00 PM,,,,,116,,,569,,,6:13:00 PM,,,0,1,C,,,,,
1/27/15,EV,4350,ORD,CVG,4:25:00 PM,4:19:00 PM,-6,21,4:40:00 PM,73,73,46,265,1:26:00 AM,6,6:38:00 PM,6:32:00 PM,-6,0,0,,,,,,
1/27/15,DL,1894,CVG,SFO,4:40:00 PM,4:38:00 PM,-2,8,4:46:00 PM,307,276,263,2036,1:09:00 AM,5,6:47:00 PM,6:14:00 PM,-33,0,0,,,,,,
1/27/15,DL,2103,MCO,CVG,4:50:00 PM,4:43:00 PM,-7,11,4:54:00 PM,128,130,114,757,1:48:00 AM,5,6:58:00 PM,6:53:00 PM,-5,0,0,,,,,,
1/27/15,EV,4115,CVG,ORD,4:58:00 PM,4:48:00 PM,-10,9,4:57:00 PM,77,68,53,265,1:50:00 AM,6,5:15:00 PM,4:56:00 PM,-19,0,0,,,,,,
1/27/15,OO,4855,MEM,CVG,5:00:00 PM,4:50:00 PM,-10,13,5:03:00 PM,83,85,67,403,1:10:00 AM,5,7:23:00 PM,7:15:00 PM,-8,0,0,,,,,,
1/27/15,OO,4745,MSN,CVG,5:00:00 PM,4:53:00 PM,-7,17,5:10:00 PM,81,77,56,373,1:06:00 AM,4,7:21:00 PM,7:10:00 PM,-11,0,0,,,,,,
1/27/15,DL,1208,SLC,CVG,5:05:00 PM,5:01:00 PM,-4,13,5:14:00 PM,194,185,168,1450,2:02:00 AM,4,10:19:00 PM,10:06:00 PM,-13,0,0,,,,,,
1/27/15,OO,4834,BNA,CVG,5:15:00 PM,5:06:00 PM,-9,20,5:26:00 PM,70,78,53,230,1:19:00 AM,5,7:25:00 PM,7:24:00 PM,-1,0,0,,,,,,
1/27/15,OO,5262,CVG,DEN,5:15:00 PM,5:02:00 PM,-13,13,5:15:00 PM,188,184,161,1069,1:56:00 AM,10,6:23:00 PM,6:06:00 PM,-17,0,0,,,,,,
1/27/15,MQ,3162,CVG,DFW,5:20:00 PM,5:23:00 PM,3,12,5:35:00 PM,165,137,114,812,1:29:00 AM,11,7:05:00 PM,6:40:00 PM,-25,0,0,,,,,,
1/27/15,F9,1294,DFW,CVG,5:35:00 PM,5:12:00 PM,-23,12,5:24:00 PM,125,131,114,812,2:18:00 AM,5,8:40:00 PM,8:23:00 PM,-17,0,0,,,,,,
1/27/15,DL,62,BOS,CVG,5:51:00 PM,,,,,161,,,752,,,8:32:00 PM,,,0,1,B,,,,,
1/27/15,EV,6109,ORD,CVG,6:00:00 PM,5:56:00 PM,-4,12,6:08:00 PM,77,70,48,265,1:56:00 AM,10,8:17:00 PM,8:06:00 PM,-11,0,0,,,,,,
1/27/15,MQ,3567,CVG,MIA,6:00:00 PM,5:52:00 PM,-8,12,6:04:00 PM,159,130,112,948,1:56:00 AM,6,8:39:00 PM,8:02:00 PM,-37,0,0,,,,,,
1/27/15,MQ,3274,CVG,ORD,6:03:00 PM,5:57:00 PM,-6,10,6:07:00 PM,87,78,50,265,1:57:00 AM,18,6:30:00 PM,6:15:00 PM,-15,0,0,,,,,,
1/27/15,MQ,3258,DFW,CVG,6:10:00 PM,6:07:00 PM,-3,20,6:27:00 PM,129,145,117,812,2:24:00 AM,8,9:19:00 PM,9:32:00 PM,13,0,0,,,,,,
1/27/15,EV,5678,EWR,CVG,6:11:00 PM,,,,,132,,,569,,,8:23:00 PM,,,0,1,C,,,,,
1/27/15,DL,2455,CVG,ATL,6:16:00 PM,6:10:00 PM,-6,14,6:24:00 PM,104,82,64,373,1:28:00 AM,4,8:00:00 PM,7:32:00 PM,-28,0,0,,,,,,
1/27/15,MQ,2907,ORD,CVG,6:40:00 PM,6:36:00 PM,-4,11,6:47:00 PM,69,57,42,265,2:29:00 AM,4,8:49:00 PM,8:33:00 PM,-16,0,0,,,,,,
1/27/15,EV,4194,CVG,IAH,6:42:00 PM,6:34:00 PM,-8,13,6:47:00 PM,163,138,118,871,1:45:00 AM,7,8:25:00 PM,7:52:00 PM,-33,0,0,,,,,,
1/27/15,MQ,3549,MIA,CVG,6:50:00 PM,6:41:00 PM,-9,22,7:03:00 PM,165,178,150,948,2:33:00 AM,6,9:35:00 PM,9:39:00 PM,4,0,0,,,,,,
1/27/15,EV,3956,CVG,ORD,7:08:00 PM,6:57:00 PM,-11,20,7:17:00 PM,77,97,60,265,1:17:00 AM,17,7:25:00 PM,7:34:00 PM,9,0,0,,,,,,
1/27/15,EV,4549,IAH,CVG,7:10:00 PM,7:01:00 PM,-9,16,7:17:00 PM,134,162,137,871,2:34:00 AM,9,10:24:00 PM,10:43:00 PM,19,0,0,,19,0,0,0,0
1/27/15,EV,4352,CVG,EWR,7:33:00 PM,,,,,118,,,569,,,9:31:00 PM,,,0,1,C,,,,,
1/27/15,MQ,3186,CVG,DFW,7:49:00 PM,7:52:00 PM,3,15,8:07:00 PM,161,133,111,812,2:58:00 AM,7,9:30:00 PM,9:05:00 PM,-25,0,0,,,,,,
1/27/15,MQ,3438,DFW,CVG,7:50:00 PM,7:48:00 PM,-2,19,8:07:00 PM,131,148,114,812,2:01:00 AM,15,11:01:00 PM,11:16:00 PM,15,0,0,,15,0,0,0,0
1/27/15,OO,4583,CVG,MKE,8:01:00 PM,7:53:00 PM,-8,9,8:02:00 PM,85,71,58,318,2:00:00 AM,4,8:26:00 PM,8:04:00 PM,-22,0,0,,,,,,
1/27/15,OO,4594,CVG,BNA,8:04:00 PM,7:59:00 PM,-5,10,8:09:00 PM,70,58,42,230,1:51:00 AM,6,8:14:00 PM,7:57:00 PM,-17,0,0,,,,,,
1/27/15,OO,4501,CVG,GRR,8:21:00 PM,8:13:00 PM,-8,12,8:25:00 PM,69,76,58,268,2:23:00 AM,6,9:30:00 PM,9:29:00 PM,-1,0,0,,,,,,
1/27/15,MQ,3013,ORD,CVG,9:05:00 PM,9:01:00 PM,-4,11,9:12:00 PM,66,60,38,265,2:50:00 AM,11,11:11:00 PM,11:01:00 PM,-10,0,0,,,,,,
1/27/15,F9,1299,CVG,PHX,9:20:00 PM,9:08:00 PM,-12,9,9:17:00 PM,250,236,222,1569,2:59:00 AM,5,11:30:00 PM,11:04:00 PM,-26,0,0,,,,,,
1/27/15,DL,1126,ATL,CVG,9:54:00 PM,9:50:00 PM,-4,12,10:02:00 PM,83,87,69,373,2:11:00 AM,6,11:17:00 PM,11:17:00 PM,0,0,0,,,,,,
1/27/15,DL,1894,SFO,CVG,10:00:00 PM,9:55:00 PM,-5,14,10:09:00 PM,263,255,235,2036,5:04:00 AM,6,5:23:00 AM,5:10:00 AM,-13,0,0,,,,,,
1/28/15,F9,1298,PHX,CVG,3:15:00 PM,1:01:00 AM,-14,11,12:12:00 PM,205,197,179,1569,5:11:00 AM,7,5:40:00 AM,5:18:00 AM,-22,0,0,,,,,,
1/28/15,MQ,3597,CVG,DFW,5:50:00 AM,5:44:00 AM,-6,33,6:17:00 AM,174,158,116,812,7:13:00 AM,9,7:44:00 AM,7:22:00 AM,-22,0,0,,,,,,
1/28/15,DL,1520,CVG,ATL,6:00:00 AM,5:57:00 AM,-3,25,6:22:00 AM,109,88,58,373,7:20:00 AM,5,7:49:00 AM,7:25:00 AM,-24,0,0,,,,,,
1/28/15,EV,4148,CVG,EWR,6:00:00 AM,5:50:00 AM,-10,23,6:13:00 AM,119,125,94,569,7:47:00 AM,8,7:59:00 AM,7:55:00 AM,-4,0,0,,,,,,
1/28/15,MQ,3355,CVG,MIA,6:00:00 AM,5:52:00 AM,-8,37,6:29:00 AM,158,158,114,948,8:23:00 AM,7,8:38:00 AM,8:30:00 AM,-8,0,0,,,,,,
1/28/15,EV,4150,EWR,CVG,6:06:00 AM,,,,,139,,,569,,,8:25:00 AM,,,0,1,C,,,,,
1/28/15,MQ,3213,CVG,ORD,6:30:00 AM,6:56:00 AM,26,24,7:20:00 AM,79,81,51,265,7:11:00 AM,6,6:49:00 AM,7:17:00 AM,28,0,0,,2,0,26,0,0
1/28/15,OO,4811,BNA,CVG,6:35:00 AM,7:15:00 AM,40,25,7:40:00 AM,73,72,43,230,9:23:00 AM,4,8:48:00 AM,9:27:00 AM,39,0,0,,0,0,39,0,0
1/28/15,OO,4487,GRR,CVG,7:15:00 AM,7:08:00 AM,-7,25,7:33:00 AM,86,72,41,268,8:14:00 AM,6,8:41:00 AM,8:20:00 AM,-21,0,0,,,,,,
